college,location,university,course_offered,ownership_type,phone_number,email,university_encoded,ownership_encoded,location_encoded
GP Koirala Memorial College,"Siphal, Chabhil, Kathmandu",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Master of Business Studies (MBS) Bachelor of Arts in Social Work (BASW) Bachelor of Computer Application (BCA),community Institution,"01-4479115 , 01-4482404",gpkoiralacollege@gmail.com,34,1,868
​Jitpurphedi Multiple Campus,"Jitpurphedi, Tarakeshwor, Kathmandu",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Business Studies (BBS),community Institution,,,34,1,444
Janagyankunj Campus,"Chhedagad, Jajarkot",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,235
Kathmandu Shiksha Multiple Campus,"Satungal, Kathmandu",National Examinations Board,Bachelor of Education (BEd) Bachelor of Computer Application (BCA) Bachelor of Business Studies (BBS) One year Bachelor of Education (BEd) Master of Education General (M.Ed) Master of Business Studies (MBS) Ten Plus Two (+2) Education (+2 Education),community Institution,01-4230240,kscrmc13@gmail.com,24,1,827
Ekatappa Multiple Campus,"Fakphokthum, Ilam",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,328
Mangalodaya Multiple Campus,"Thankot, Chandragiri, Kathmandu",National Examinations Board,Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Management (+2 Mangement) Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Master of Business Studies (MBS),community Institution,01-4312101,campusmangalodaya@gmail.com,24,1,928
Mangal Multiple campus,"Kirtipur-10, Kirtipur, Kathmandu",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,"01-4330544, 01-4335560",,34,1,518
Nepal Rastriya (NR) College,"Manmaiju, Tarakeshwor, Kathmandu",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Bachelor of Education (BEd) Master of Business Studies (MBS),community Institution,"01-4350469, 4366262",,34,1,619
Makwanpur Multiple Campus,"Hetauda-2, Hetauda, Makwanpur",National Examinations Board,Bachelor of Business Administration (BBA) Bachelor of Education (BEd) Bachelor of Arts (BA) Bachelor of Business Studies (BBS) BSc Physics Bachelor of Business Management (BBM) MA in English (MA English) Master of Business Studies (MBS) MA in Sociology MA in Anthropology (MA Anthropology) Bachelor of Education in Information Communication Technology (BICTE),community Institution,"057-520620, 057-521867, 057- 523762",mmc@ntc.net.np,24,1,408
Pashupati Multiple Campus,"Mitrapark, Chabhil, Kathmandu",National Examinations Board,Master of Business Studies (MBS) Bachelor of Education (BEd) MA in Sociology MA in Nepali (MA Nepali) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Education (+2 Education) Ten Plus Two (+2) Management (+2 Mangement) Bachelor of Arts (BA) Bachelor of Business Studies (BBS) Bachelor of Computer Application (BCA),community Institution,"01-4470412, 01-4468364",pashupati2037@hotmail.com,24,1,649
​Dhading Multiple Campus,"Baireni-7, Mastar, Baireni, Galchi, Dhading",Tribhuvan University,Bachelor of Business Studies (BBS),community Institution,,,34,1,48
Lamki Multiple Campus,"Lamki, Lamkichuha, Kailali",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Bachelor of Education (BEd),community Institution,091-540462,,34,1,561
​Simle Mahakali Multiple Campus,"Thakre, Dhading",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,,,34,1,924
Shaheed Smriti  Multiple Campus,"Ratnanagar, Bharatpur, Ratnanagar, Chitwan",Tribhuvan University,Bachelor of Business Management (BBM) Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS) MA in Sociology Master of Business Studies (MBS) MEd in English Language Education MEd Education Planning and Management Master of Education in Health Education (M.Ed) Master of Education in Population Education (M.Ed) MEd Nepali Language Education Bachelor of Education in Information Communication Technology (BICTE),community Institution,"056-560147, 056-561447, 056-563047",info@ssmcchitwan.edu.np,34,1,783
Sindhuli Multiple Campus,"Sindhulimadi, Kamalamai, Sindhuli",National Examinations Board,Master of Business Studies (MBS) Ten Plus Two (+2) Education (+2 Education) Bachelor of Education (BEd) Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Management (+2 Mangement) MA in Sociology MEd Education Planning and Management MEd Nepali Language Education Master of Education in Population Education (M.Ed) Bachelor of Business Administration (BBA),community Institution,047-520066,info@sindhulicampus.edu.np,24,1,866
Achham Multiple Campus,"Mangalsen, Mangalsen, Achham",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Master of Business Studies (MBS),community Institution,097-620134,info@achhamcampus.edu.np,34,1,615
Nilkantha Multiple Campus,"Nilkantha-3, Dhading Besi, Nilkantha, Nilakantha, Dhading",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Master of Education General (M.Ed) Bachelor of Arts (BA) Master of Business Studies (MBS) Bachelor of Education in Information Communication Technology (BICTE),community Institution,"010-520369, 520106",info@nilkanthacampus.edu.np,34,1,684
Kumarwarti Multiple Campus,"Kawasoti, Nawalpur",National Examinations Board,Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Master of Business Studies (MBS) Ten Plus Two (+2) Management (+2 Mangement) Ten Plus Two (+2) Education (+2 Education) Bachelor of Arts (BA) Master of Education General (M.Ed) MA in Sociology,community Institution,078-540115,,24,1,487
​Shankarpur Campus,"Malikaarjun, Darchula",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,607
Madhya Rautahat Multiple Campus,"Garuda, Bairiya, Garuda, Garuda, Rautahat",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Master of Business Studies (MBS),community Institution,,,34,1,351
Rapti Babai Campus,"Tulsipur, Dang",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Master of Education General (M.Ed) Master of Business Studies (MBS) MA in Sociology,community Institution,"082-520316, 082-522726",rbcdang@gmail.com,34,1,957
​Purandhara Campus,"Purandhara-5, Hansapur, Babai, Dang",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,738
Mangala Campus,"Suryapal, Sotipasal, Suryapal, Madhyanepal, Lamjung",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,902
Kalika Himalaya Campus,"Kalikasthan dhaibung - 5, Kalikasthan, Kalika, Rasuwa",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,010-670159,,34,1,465
Sarbamangala Multiple Campus,"Panchkhal-4, Panchkhal, Panchkhal, Kavrepalanchok",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Bachelor of Arts (BA),community Institution,"977-011-499058, 499061",highersarbamangala@hotmail.com,34,1,702
Mahankal Campus,"Gotikhel, Mahankal, Lalitpur",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,977-1-6226858,school@mahankal.edu.np,34,1,386
Tej Ganga Multiple Campus,"Panauti, Kapalkot, Panauti, Kavrepalanchok",National Examinations Board,Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Bachelor of Arts (BA) Master of Education General (M.Ed) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Education (+2 Education) Ten Plus Two (+2) Management (+2 Mangement) Master of Business Studies (MBS),community Institution,"011-440028, 011-441477",info@tejganga.edu.np,24,1,700
Lalit Multiple Campus,"Pulchowk, Lalitpur",Tribhuvan University,Master of Education General (M.Ed) Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,01-5004220,,34,1,735
Kitini College,"Godawary, Taukhel, Godawari, Lalitpur",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,01-5560564,,34,1,372
Kanpur Campus,"Kanpur, Namobuddha, Kavrepalanchok",Tribhuvan University,Bachelor of Education (BEd),community Institution,011-683444,,34,1,474
Rawa Campus,"Kharpa, Lamidanda, Khotang",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,503
Khwopa College of Engineering,"Libali, Bhaktapur",Tribhuvan University,Bachelor of Civil Engineering (BE Civil) Bachelor of Electrical Engineering (BE) Bachelor of Computer Engineering (BE),community Institution,"977-1-6614794,  01-6614798",khec@wlink.com.np,34,1,570
Janak Multiple Campus,"Methinkot-8, Methinkot, Namobuddha, Kavrepalanchok",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,,,34,1,640
Rabi Campus,"Rabi, Miklajung, Panchthar",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,9742037101,,34,1,747
Mahendra Adarsha Vidhyashram College,"Satdobato, Lalitpur",Tribhuvan University,Bachelor of Business Studies (BBS),community Institution,"01-5554066,9840023220",,34,1,825
Chaitanya Multiple Campus,"Banepa Municipality-6, Banepa, Kavrepalanchok",National Examinations Board,Masters of Education in Mathematics Education MEd Education Planning and Management MEd in English Language Education MEd Nepali Language Education Ten Plus Two (+2) Management (+2 Mangement) Ten Plus Two (+2) Education (+2 Education) Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,011-661722,info@chaitanya.edu.np,24,1,65
Bhim Datta Multiple Campus,"Amargadhi, Amargadhi, Dadeldhura",Tribhuvan University,Bachelor of Business Studies (BBS),community Institution,,,34,1,13
​Chhathar Campus,"Chhathar, Tehrathum",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,233
Pathibhara Multiple Campus,"Phuiling, Taplejung",National Examinations Board,Bachelor of Arts (BA) Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Education (+2 Education) Ten Plus Two (+2) Management (+2 Mangement),community Institution,024-460228,,24,1,722
Abukhairani Campus,"Aanbu Khaireni, Anbukhaireni, Tanahun",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,065-540452,,34,1,1
Bandipur Campus,"Bandipur, Tanahun",National Examinations Board,Bachelor of Education (BEd) Ten Plus Two (+2) Education (+2 Education),community Institution,"9846167743, 065-520168",,24,1,63
Bhanubhakta Multiple Campus,"Khaireni, Belchautara, Khaireni, Shuklagandaki, Tanahun",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd) MEd Education Planning and Management,community Institution,065-570240,,34,1,495
Hari Khetan Multiple Campus,"Birgunj, Parsa",National Examinations Board,BSc Environmental Science BSc Microbiology Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Education (+2 Education) Ten Plus Two (+2) Management (+2 Mangement) Ten Plus Two (+2) Science (+2 Science) Bachelor of Arts (BA) Bachelor of Business Studies (BBS) Bachelor of Education (BEd) Bachelor of Science (General) (BSc) MA in Sociology Master of Business Studies (MBS) MA in Rural Development (MRD) Bachelor of Laws (LLB),community Institution,"051-522961, 051- 526167",info@hkmc.edu.np,24,1,178
Janjyoti Campus,"Bhimad, Bhimad, Tanahun",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,065-572455,campusjanjyoti@yahoo.com,34,1,140
Himshikhar Multiple Campus,"Ramghat, Bheriganga, Surkhet",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,,,34,1,762
Chapakot Campus,"Chapakot, Chapakot, Syangja",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,,,34,1,222
Gurbhakot Multiple Campus,"Gurbhakot, Surkhet",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,389
Malunga Sarbajanik Multiple Campus,"Malunga, Galyang, Syangja",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,,,34,1,608
Simta Multiple Campus,"Rakam, Simta, Surkhet",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,754
"Kalika Multiple Campus, Syangja","Balmata, Bhirkot, Syangja",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,,,34,1,58
Chijkumar Bishnukumari Campus,"Bandipur-1, Piple, Bandipur, Tanahun",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,065-580149,,34,1,64
Siddhartha Community Multiple Campus,"Phedikhola-2, Phedikhola, Phedikhola, Syangja",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),community Institution,063-402032,,34,1,717
Purkot Kalika Campus,"Tanahu, Bhanu, Tanahun",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,,,34,1,910
Waling Multiple Campus,"Waling, Syangja",National Examinations Board,Ten Plus Two (+2) Management (+2 Mangement) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Education (+2 Education) Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS) MA in Population Studies MEd in English Language Education MEd Nepali Language Education Master of Business Studies (MBS) Bachelor of Education in Information Communication Technology (BICTE),community Institution,063-440224,info@wmc.edu.np,24,1,970
Dronachal Campus,"Dullu, Dullu, Dailekh",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,"089-429514, 9748017442",,34,1,322
Adarsha Saula College,"Sainbu, Lalitpur -25, Lalitpur",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Bachelor of Education (BEd) Master of Business Studies (MBS),community Institution,"01-5173049, 9841392403, 9841490333",adarsha@adarshacollege.edu.np,34,1,796
Halesi Campus,"Mahadevsthan, Halesi Tuwachung, Khotang",Tribhuvan University,Bachelor of Education (BEd),community Institution,,,34,1,589
Ganesh Multiple Campus,"Chapali, Budhanilkantha, Kathmandu",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS),community Institution,01-4370092,,34,1,223
Triveni International College,"Talchowk, Pokhara, Pokhara Lekhnath, Kaski",Tribhuvan University,Bachelor of Business Studies (BBS) Master of Business Studies (MBS),community Institution,"061-696500 , 061-561827",info@tic.edu.np,34,1,907
Gandhi Tulsi Campus,"Kadhaghari, Kageshwari Manohara, Kathmandu",Unknown,Bachelor of Business Studies (BBS),community Institution,01-4990205,,39,1,452
Ratnanagar College,"Ratnanagar-2, Ratnagar, Ratnanagar, Chitwan",Unknown,Bachelor of Business Studies (BBS),community Institution,56-560875,ratnagarcollege75@gmail.com,39,1,784
Huwas Multiple Campus,"Painyu, Parbat",Tribhuvan University,Bachelor of Business Studies (BBS),community Institution,067-411044,,34,1,693
Devi Campus,"Birtamod-6, Birtamod, Birtamode, Jhapa",Tribhuvan University,Bachelor of Business Studies (BBS) Master of Business Studies (MBS),community Institution,023-542799,devicampusbtm@gmail.com,34,1,181
Ilam Community Agriculture Campus,"Sera, Ilam-9, Ilam",Purbanchal University,BSc Hons in Agriculture,community Institution,9842635893,ilamagriculturecampus2078@gmail.com,29,1,828
Durga Devi Community Development Center,"Padajungi, Jhapa",Purbanchal University,BSc in Forestry,community Institution,9843000828,Memotac77@gmail.com,29,1,690
Vidhyapur Janata Multiple Campus,"Vidhyapur, Surkhet",Mid-West University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),constituent Institution,,janatamultiple922@gmail.com,23,2,969
